#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#### CLOC (CUSTOMIZABLE LOCALISATION) ####
#
building_st_bogomil;Building [Root.GetHouseOfWorshipCap] of St. Bogomil;;;;;;;;;;;;;x
building_st_bogomil_desc;The [Root.GetHouseOfWorshipCap] of St. Bogomil is being constructed here, a process that will take many years to complete.;;;;;;;;;;;;;x
church_st_bogomil_built;[Root.GetHouseOfWorshipCap] of St. Bogomil;;;;;;;;;;;;;x
death_of_leader;[d_manichaen.GetRulerTitle] Slain;;;;;;;;;;;;;x
obj_druze_esoteric_learning_title;Study the Esoteric Secrets;;;;;;;;;;;;;x
obj_druze_esoteric_learning_desc;Not every [druze.GetName] is permitted to learn the esoteric secrets of their faith. Those who do become [druze.GetPriestTitle], or initiates, and thus move onto a higher state of learning and respect within the [druze.GetName] community. This sort of study is not something that will happen immediately, and only a small percentage of the [druze.GetName] even attempt it.;;;;;;;;;;;;;x
executed_kin;Executed Relative;;;;;;;;;;;;;x
expelled_d_army_light;Expelled the [d_army_light.GetName];;;;;;;;;;;;;x
expelled_d_army_light_desc;This ruler, or a predecessor, expelled the [d_army_light.GetName] from [Root.GetHerHis] realm and seized their castles. It is a blight on the family's reputation that will remain with [Root.GetHerHim] forever.;;;;;;;;;;;;;x
expelled_d_army_lucifer;Expelled the [d_army_lucifer.GetName];;;;;;;;;;;;;x
expelled_d_army_lucifer_desc;This ruler, or a predecessor, expelled the [d_army_lucifer.GetName] from [Root.GetHerHis] realm and seized their castles. It is a blight on the family's reputation that will remain with [Root.GetHerHim] forever.;;;;;;;;;;;;;x
expelled_d_knights_saint_mark;Expelled the [d_knights_saint_mark.GetName];;;;;;;;;;;;;x
expelled_d_knights_saint_mark_desc;This ruler, or a predecessor, expelled the [d_knights_saint_mark.GetName] from [Root.GetHerHis] realm and seized their castles. It is a blight on the family's reputation that will remain with [Root.GetHerHim] forever.;;;;;;;;;;;;;x
expelled_d_saint_blaise;Expelled the [d_saint_blaise.GetName];;;;;;;;;;;;;x
expelled_d_saint_blaise_desc;This ruler, or a predecessor, expelled the [d_saint_blaise.GetName] from [Root.GetHerHis] realm and seized their castles. It is a blight on the family's reputation that will remain with [Root.GetHerHim] forever.;;;;;;;;;;;;;x
formalizing_bogomilist;Formalizing [bogomilist.GetName] Faith;;;;;;;;;;;;;x
formalizing_bogomilist_desc;This [Root.GetManWoman] is undertaking the slow and perhaps painful process of reforming and organizing the [bogomilist.GetName] faith.;;;;;;;;;;;;;x
fraticelli_reforms;Brother Angelo;;;;;;;;;;;;;x
good_omen;Good Omen;;;;;;;;;;;;;x
good_omen_desc;This [Root.GetManWoman] has pored through [Root.Religion.GetScriptureName] and predicted good things for the future.;;;;;;;;;;;;;x
held_bema_feast_timer;Held Bema Feast;;;;;;;;;;;;;x
held_bema_feast_timer_desc;Held Bema Feast;;;;;;;;;;;;;x
hurufi_prediction;Studied the Omens;;;;;;;;;;;;;x
hurufi_prediction_desc;This [Root.GetManWoman] has recently studied [Root.Religion.GetScriptureName] to search for omens of the future.;;;;;;;;;;;;;x
hurufi_studying;Studying Hidden Secrets;;;;;;;;;;;;;x
hurufi_studying_desc;Being locked away studying secrets does not endear one to his vassals.;;;;;;;;;;;;;x
iconoclast_blowback;[orthodox.GetName] Rage;;;;;;;;;;;;;x
iconoclast_blowback_desc;The [orthodox.GetName] people of this province are upset about the destruction of their sacred icons.;;;;;;;;;;;;;x
inspired_peasantry_ruler;Inspired Peasantry;Paysannerie inspirée;Angespornte Bauern;;Campesinado inspirado;;;;;;;;;x
desc_inspired_peasantry_ruler;This [Root.GetManWoman] is inspiring the peasants to work even harder!;C[Root.GetEEtte] [Root.GetManWoman] inspire les paysans à travailler encore plus durement !;Diese[Root.GetrMale] [Root.GetManWoman] spornt die Bauern dazu an, noch härter zu arbeiten!;;¡Es inspirando a los campesinos a trabajar aún más duro!;;;;;;;;;x
ismaili_victorious1;[ismaili.GetName] Uprising Successful;;;;;;;;;;;;;x
ismaili_victorious2;[ismaili.GetName] Uprising Successful;;;;;;;;;;;;;x
light_victory;Victories for the [d_army_light.GetFullName];;;;;;;;;;;;;x
lollard_former_monk;Renounced Vows;;;;;;;;;;;;;x
lollard_former_monk_desc;This [Root.GetManWoman] has renounced [Root.GetHerHis] holy vows -- which, while permitted by the [lollard.GetName] faith, does not endear them to the Church.;;;;;;;;;;;;;x
loyal_vassal_against_pope;Chose Liege Over Religion Head;;;;;;;;;;;;;x
m_master;[messalian.GetName] Masters;;;;;;;;;;;;;x
mad_heretic;Converted to Heresy;;;;;;;;;;;;;x
mani_art_patron;Patron of the Arts;;;;;;;;;;;;;x
mani_art_patron_desc;This [Root.GetManWoman] is renowned as a supporter of religious artworks.;;;;;;;;;;;;;x
messalian_prayer;[messalian.GetName] Prayer;;;;;;;;;;;;;x
messalian_prayer_desc;This [Root.GetManWoman] is in deep prayer and reflection, attempting to drive out the harmful demons from within [Root.GetHerHim].;;;;;;;;;;;;;x
messalian_prayer_timer;[messalian.GetName] Prayer;;;;;;;;;;;;;x
messalian_prayer_timer_desc;[messalian.GetName] Prayer;;;;;;;;;;;;;x
## Out-commented due to Mirath not yet being ready:
#muslim_government_desc;The [arabic.GetGroupName] Iqta system is similar to the Feudal system - rulers must rely on land holding vassals of varying loyalty and ambition. The maximum number of vassals and the number of Holdings you can directly own are controlled by the Centralization Law. However, there is only one form of Succession available - the chaotic 'Mirath' type, where inheritance is split up between heirs but the primary heir can be chosen. If you should convert to a non-[muslim.GetGroupName] religion, your government form will change to Feudal.;Le système [arabic.GetGroupName] de l'iqtâ est similaire au système féodal – les souverains doivent faire appel à des vassaux pour tenir leurs propriétés et le degré d'ambition ou de loyauté de ces derniers peut varier. Le nombre maximal de vassaux et le nombre de propriétés que vous pouvez directement posséder sont contrôlés par la loi de centralisation. Cependant, il n'y a qu'une seule forme de succession disponible – la succession « Mirath » chaotique, selon laquelle l'héritage est partagé entre les héritiers mais l'héritier principal peut être choisi. Si vous vous convertissez à une religion non [muslim.GetGroupName], votre type de gouvernement deviendra féodal.;Das [arabic.GetGroupName]e Iqtasystem ähnelt dem Feudalsystem. Auch hier muss der Herrscher auf möglicherweise unzuverlässige Vasallen vertrauen. In den Zentralisierungsgesetzen ist festgelegt, wie viele Besitztümer und wie viele Vasallen Ihr maximal haben könnt. Es gibt allerdings bei der Erbfolge nur eine einzige Variante: das chaotische "Mirath" System, bei dem die Erbschaft zwischen den Erben aufgeteilt wird, aber der primäre Erbe kann gewählt werden. Wenn Ihr zu einer nicht [muslim.GetGroupName]en Religionsgruppe konvertieren solltet, wird Eure Regierungsform zur Feudalregierung geändert;;El sistema [arabic.GetGroupName] Iqta es similar al sistema feudal - los gobernantes deben depender de vasallos con posesiones territoriales de variable lealtad y ambición. El número máximo número de vasallos y de posesiones que puedes poseer directamente puedes poseer están controlados por la ley de centralización. Sin embargo, solo existe una forma de sucesión: la caótica 'Mirath', donde la herencia se divide entre herederos, pero el heredero primario puede ser elegido. Si te conviertes a una religión no [muslim.GetGroupName] tu forma de gobierno cambiará a feudal.;;;;;;;;;x
dark_victory;Victories for the Army of Darkness;;;;;;;;;;;;;x
my_vassal_bribed_by_pope;Bribed by the [Root.Religion.GetName] [Root.RelHead.GetTitle];;;;;;;;;;;;;x
new_saint;Saint Declared;;;;;;;;;;;;;x
opinion_renounced_antipope;Renounced Antipope;;;;;;;;;;;;;x
opinion_renounced_my_antipapacy;Revoked My Antipapacy;;;;;;;;;;;;;x
patron_addai;St. Addai;;;;;;;;;;;;;x
patron_addai_desc;St. Addai is the patron Saint of this character;;;;;;;;;;;;;x
patron_adelphius;St. Adelphius;;;;;;;;;;;;;x
patron_adelphius_desc;St. Adelphius is the patron Saint of this character;;;;;;;;;;;;;x
patron_discernment;The Power of Discernment;;;;;;;;;;;;;x
patron_discernment_desc;This [Root.GetManWoman] has devoted [Root.GetHerselfHimself] to the [mazdaki.GetName] Power of discernment.;;;;;;;;;;;;;x
patron_intelligence;Reyana;;;;;;;;;;;;;x
patron_intelligence_desc;The Shekhinah of Intelligence;;;;;;;;;;;;;x
patron_joy;The Power of Joy;;;;;;;;;;;;;x
patron_joy_desc;This [Root.GetManWoman] has devoted [Root.GetHerselfHimself] to the [mazdaki.GetName] Power of joy.;;;;;;;;;;;;;x
patron_lucifer;Lucifer;;;;;;;;;;;;;x
patron_lucifer_desc;Lucifer, eldest son of [messalian.GetHighGodName], is the patron Saint of this character;;;;;;;;;;;;;x
patron_mani_understanding;Tar'îtâ;;;;;;;;;;;;;x
patron_mani_understanding_desc;The Shekhinah of Understanding;;;;;;;;;;;;;x
patron_mind;Madde'â;;;;;;;;;;;;;x
patron_mind_desc;The Shekhinah of Mind;;;;;;;;;;;;;x
patron_nestor;St. Nestorius;;;;;;;;;;;;;x
patron_nestor_desc;St. Nestorius is the patron Saint of this character;;;;;;;;;;;;;x
patron_preservation;The Power of Preservation;;;;;;;;;;;;;x
patron_preservation_desc;This [Root.GetManWoman] has devoted [Root.GetHerselfHimself] to the [mazdaki.GetName] Power of preservation.;;;;;;;;;;;;;x
patron_reason;Haunâ;;;;;;;;;;;;;x
patron_reason_desc;The Shekhinah of Reason;;;;;;;;;;;;;x
patron_thought;Mahíabtâ;;;;;;;;;;;;;x
patron_thought_desc;The Shekhinah of Thought;;;;;;;;;;;;;x
patron_understanding;The Power of Understanding;;;;;;;;;;;;;x
patron_understanding_desc;This [Root.GetManWoman] has devoted [Root.GetHerselfHimself] to the [mazdaki.GetName] Power of understanding.;;;;;;;;;;;;;x
paulician_suppression;[paulician.GetName] Suppression;;;;;;;;;;;;;x
paulician_suppression_desc;[paulician.GetName] heretics are being violently oppressed in the province, causing widespread chaos and destruction.;;;;;;;;;;;;;x
raise_tribal_units_timer;Raised Warriors;;;;;;;;;;;;;x
raise_tribal_units_timer_desc;This ruler has recently recruited additional warriors from their realm, and thus it will take time before they can do so again.;;;;;;;;;;;;;x
relics_destroyed;Holy Relics Destroyed;;;;;;;;;;;;;x
rise_of_the_ismaili_caliphate;Rise of the [d_ismaili.GetFullName];;;;;;;;;;;;;x
ruler_enacted_investiture_any;Rulers Enacting Free Investiture;;;;;;;;;;;;;x
ruler_enacted_investiture_cathar_patriarch;Rulers Enacting Patriarchal Investiture;;;;;;;;;;;;;x
ruler_enacted_investiture_elder;Rulers Enacting Elder Investiture;;;;;;;;;;;;;x
ruler_enacted_investiture_pope;Rulers Enacting Papal Investiture;;;;;;;;;;;;;x
ruler_enacted_investiture_mani_leader;Rulers Enacting Archegos Investiture;;;;;;;;;;;;;x
sergius_tychus;[paulician.GetName] Demagogue;;;;;;;;;;;;;x
wald_charity;[waldensian.GetName] Charity;;;;;;;;;;;;;x
wald_charity_desc;In the spirit of the [waldensian.GetName] faith, a charitable donation has been made to the poor of this province.;;;;;;;;;;;;;x
wald_hospital;[waldensian.GetName] Hospital;;;;;;;;;;;;;x
wald_hospital_desc;A grand hospital has been built in this province to care for the sick and poor.;;;;;;;;;;;;;x
wald_king;Pious Ruler;;;;;;;;;;;;;x
wald_sack;Holy Site Sacked;;;;;;;;;;;;;x
writing_epic_poem;Writing Epic Poem;;;;;;;;;;;;;x
writing_epic_poem_desc;This [Root.GetManWoman] is currently attempting to write an epic poem, something that will take many years and much focused concentration to complete.;;;;;;;;;;;;;x
wrong_omen;Wrong Omen;;;;;;;;;;;;;x
wrong_omen_desc;Sadly, this [Root.GetManWoman]'s last attempts at predicting the future through [Root.Religion.GetScriptureName] have been proven wrong.;;;;;;;;;;;;;x
wrote_epic_poem;Wrote Epic Poem;;;;;;;;;;;;;x
wrote_epic_poem_desc;This [Root.GetManWoman] is responsible for one of the great [Root.Religion.GetGroupName] poems, something that has brought [Root.GetHerHim] much fame.;;;;;;;;;;;;;x
#
##### TRAITS #####
#
adopted;Adopted;;;;;;;;;;;;;x
adopted_desc;This [Root.GetManWoman] was not born into [Root.GetHerHis] family, but adopted into it -- an uncommon practice, and thus making [Root.GetHerHim], in the eyes of most, worse even than a bastard.;;;;;;;;;;;;;x
alexandrine;Alexandrine;;;;;;;;;;;;;x
alexandrine_desc;This [Root.GetManWoman] is devoted to the Alexandrine School of Theology and its teachings.;;;;;;;;;;;;;x
antiochene;Antiochian;;;;;;;;;;;;;x
antiochene_desc;This [Root.GetManWoman] is devoted to the Antiochian School of Theology and its teachings.;;;;;;;;;;;;;x
COMPL_AJAWID;Shaykh;;;;;;;;;;;;;x
COMPL_AJAWID_F;Shaykha;;;;;;;;;;;;;x
COMPL_HMYST;great mystic;;;;;;;;;;;;;x
COMPL_HOLY;holy;;;;;;;;;;;;;x
COMPL_KNOW;knowledgeable;;;;;;;;;;;;;x
COMPL_KOASASA;Koasasa;;;;;;;;;;;;;x
court_anarchy;Court Anarchy;;;;;;;;;;;;;x
court_anarchy_desc;The ruler has been made into a veritable prisoner by his own court--a regent controls his affairs, and his court runs rampant with infighting as they vie with each other for influence. Whether or not he will be able to regain control is unknown.;;;;;;;;;;;;;x
cult_of_lucifer;Cult of Lucifer;;;;;;;;;;;;;x
cult_of_lucifer_desc;This [Root.GetManWoman] has joined the [messalian.GetName] Cult of Lucifer, and thus has secret knowledge of Heaven and Hell.;;;;;;;;;;;;;x
desert_father;Desert Father;;;;;;;;;;;;;x
desert_father_desc;A wandering ascetic monk, he will eventually move on from your court to another.;;;;;;;;;;;;;x
desert_mother;Desert Mother;;;;;;;;;;;;;x
desert_mother_desc;A wandering ascetic nun, she will eventually move on from your court to another.;;;;;;;;;;;;;x
doctores;Doctores;;;;;;;;;;;;;x
doctores_desc;The Doctores are considered the wisest of the [waldensian.GetName] Church, those who train the Novellani.;;;;;;;;;;;;;x
druze_ajawid;Ajawid;;;;;;;;;;;;;x
druze_ajawid_desc;A [druze.GetName] initiate who has risen in rank and is thus now recognized as an authority amongst other [druze.GetName] followers. This is the closest followers of [druze.GetName] come to having true clergy or religious leadership.;;;;;;;;;;;;;x
druze_juhhal;Juhhal;;;;;;;;;;;;;x
druze_juhhal_desc;Known as 'the Ignorant', Juhhal are members of the [druze.GetName] faith who have taken the Pact of Time, but have not been initiated. These are the majority of the faithful: they are not granted access to the [druze.GetName] holy literature or allowed to attend the initiated religious meetings of the [druze.GetPriestTitle].;;;;;;;;;;;;;x
druze_uqqal;[druze.GetPriestTitleCap];;;;;;;;;;;;;x
druze_uqqal_desc;An initiate of the [druze.GetName] faith, known as [druze.GetPriestTitle], who alone know the doctrine of [druze.GetName], participate fully in the [druze.GetName] religious services, and have access to scripture of [druze.GetName].;;;;;;;;;;;;;x
emf_saint_schism;HIDDEN (Saint Mended a Schism);;;;;;;;;;;;;x
emf_saint_schism_desc;HIDDEN;;;;;;;;;;;;;x
emf_saint_converter;HIDDEN (Saint Converted an Important Ruler);;;;;;;;;;;;;x
emf_saint_converter_desc;HIDDEN;;;;;;;;;;;;;x
emf_saint_converted;HIDDEN (Saint Brought New Faith to Their Realm);;;;;;;;;;;;;x
emf_saint_converted_desc;HIDDEN;;;;;;;;;;;;;x
emf_saint_voice_jesus;HIDDEN (Saint Could Hear the Voice of [Root.Religion.GetHighGodName]);;;;;;;;;;;;;x
emf_saint_voice_jesus_desc;HIDDEN;;;;;;;;;;;;;x
emf_saint_true_knight;HIDDEN (Saint Was a True Christian Knight);;;;;;;;;;;;;x
emf_saint_true_knight_desc;HIDDEN;;;;;;;;;;;;;x
emf_saint_religion_head;HIDDEN (Saint Was Leader of Religion);;;;;;;;;;;;;x
emf_saint_religion_head_desc;HIDDEN;;;;;;;;;;;;;x
hurufi_diwan;Diwan Poet;;;;;;;;;;;;;x
hurufi_diwan_desc;This [Root.GetManWoman] is famous for the collection of [Root.Religion.GetGroupName] poetry [Root.GetSheHe] has written.;;;;;;;;;;;;;x
hurufi_mystic_a;Sufi Initiate;;;;;;;;;;;;;x
hurufi_mystic_a_desc;This [Root.GetManWoman] has begun to pierce the veil of hidden knowledge.;;;;;;;;;;;;;x
hurufi_mystic_b;Sufi Adept;;;;;;;;;;;;;x
hurufi_mystic_b_desc;This [Root.GetManWoman] has discovered the hidden knowledge written in [Root.Religion.GetScriptureName].;;;;;;;;;;;;;x
hurufi_mystic_c;Sufi Master;;;;;;;;;;;;;x
hurufi_mystic_c_desc;This [Root.GetManWoman] is a master of the hidden Truth behind all things.;;;;;;;;;;;;;x
iconoclast_trait;Icon-Breaker;;;;;;;;;;;;;x
iconoclast_trait_desc;This [Root.GetManWoman] has a reputation for destroying the holy icons of the [iconoclast.GetGroupName] faith.;;;;;;;;;;;;;x
imamah_claimant;[ismaili.GetName] Claimant;;;;;;;;;;;;;x
imamah_claimant_desc;According to [ismaili.GetName] doctrine, the line of [ismaili.GetPriestTitleCap]s flowed from Ja'far through his eldest son Isma'il and down through his line to this character, regardless of whether Isma'il had or had not died before his younger brouther Musa al-Kadhim. As the current claimant, it is believed he is destined to rise up and restore the [d_ismaili.GetFullName].;;;;;;;;;;;;;x
INSULT_DEMONIC;demonic;;;;;;;;;;;;;x
INSULT_HMYST;blind fool;;;;;;;;;;;;;x
INSULT_IGNORANT;ignorant;;;;;;;;;;;;;x
INSULT_KAFIR;apostate;;;;;;;;;;;;;x
kharijite_kafir;Kafir;;;;;;;;;;;;;x
kharijite_kafir_desc;This [Root.GetManWoman] has been declared 'kafir', or an apostate to the [kharijite.GetName] faith.;;;;;;;;;;;;;x
koasasa_azrael;Koasasa;;;;;;;;;;;;;x
koasasa_azrael_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of Melek Azrael, the Angel of Death.;;;;;;;;;;;;;x
koasasa_dardael;Koasasa;;;;;;;;;;;;;x
koasasa_dardael_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of an angelic being by the name of Melek Dardael.;;;;;;;;;;;;;x
koasasa_israfel;Koasasa;;;;;;;;;;;;;x
koasasa_israfel_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of Melek Israfel, the Burning Angel of the Trumpet.;;;;;;;;;;;;;x
koasasa_mihael;Koasasa;;;;;;;;;;;;;x
koasasa_mihael_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of Melek Mihael, the Commander of the Armies of [yazidi.GetHighGodName].;;;;;;;;;;;;;x
koasasa_nurael;Koasasa;;;;;;;;;;;;;x
koasasa_nurael_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of an angelic being by the name of Melek Nurael.;;;;;;;;;;;;;x
koasasa_samael;Koasasa;;;;;;;;;;;;;x
koasasa_samael_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of Melek Samael, the Accuser and Destroyer.;;;;;;;;;;;;;x
koasasa_taus;Koasasa;;;;;;;;;;;;;x
koasasa_taus_desc;This [Root.GetManWoman] is believed by the [yazidi.GetName] to be a koasasa, or earthly reincarnation, of Melek Taus, the Peacock Angel and most revered of their faith.;;;;;;;;;;;;;x
martyr;Martyr;;;;;;;;;;;;;x
martyr_desc;This [Root.GetManWoman] died a [christian.GetGroupName] martyr.;;;;;;;;;;;;;x
messalian_master;Perfection;;;;;;;;;;;;;x
messalian_master_desc;This [Root.GetManWoman] has rid themselves of all internal demons and is now considered 'Perfect,' which means they now have license to indulge in any manner of behavior they wish and not be held morally accountable for it. They are considered teachers by other [messalian.GetName]s, who consider them more holy than priests.;;;;;;;;;;;;;x
novellani;Novellani;;;;;;;;;;;;;x
novellani_desc;The Novellani typically travel town to town, preaching the [waldensian.GetName] faith.;;;;;;;;;;;;;x
nyames_shield_desc;This [Root.GetManWoman] is one of the chosen warriors who fight for the [west_african_pagan.GetName] faith.;C[Root.GetEEtte] [Root.GetManWoman] fait partie des guerriers élus qui combattent pour la foi [west_african_pagan.GetName]e.;Diese[Root.GetrMale] [Root.GetManWoman] ist eine[Root.GetrMale] der auserwählten Krieger, die für den [west_african_pagan.GetName]en Glauben kämpfen.;;Este [Root.GetManWoman] es un[Root.GetOA] de los guerreros elegidos que lucharon por la fe [west_african_pagan.GetName].;;;;;;;;;x
paragon;Paragon;;;;;;;;;;;;;x
paragon_desc;This [Root.GetManWoman] is considered extremely pious and an example by others of their religion.;;;;;;;;;;;;;x
perfecti;Perfecti;;;;;;;;;;;;;x
perfecti_desc;This member of the faithful has taken the sacrament of Consolamentum, thus purging [Root.GetHerHim] of [Root.GetHerHis] mortal sins and setting [Root.GetHerHim] on a path of zealotry, celibacy, and asceticism.;;;;;;;;;;;;;x
raider;Raider;;;;;;;;;;;;;x
raider_desc;This [Root.GetManWoman] is widely known as a terrifying pillager and looter.;;;;;;;;;;;;;x
reincarnated;Has Been Reincarnated;;;;;;;;;;;;;x
reincarnated_desc;This [Root.GetManWoman] is believed to have already been reincarnated in the body of another.;;;;;;;;;;;;;x
emf_saint;Saint;;;;;;;;;;;;;x
emf_saint_desc;This [Root.GetManWoman] is revered as a [christian.GetGroupName] saint, having been officially canonized by the head of their religion.;;;;;;;;;;;;;x
sandaliati;Sandaliati;;;;;;;;;;;;;x
sandaliati_desc;The Sandaliati are the underground agents of the [waldensian.GetName] Church.;;;;;;;;;;;;;x
yazidi_pilgrim;[yazidi.GetName] Pilgrim;;;;;;;;;;;;;x
yazidi_pilgrim_desc;This [Root.GetManWoman] made the long journey to Lalish to attend the Feast of Assembly.;;;;;;;;;;;;;x
#
##### CASTE TRAITS #####
#
brahmin;[EMF_PriestCaste_Name];;;;;;;;;;;;;x
kshatriya;[EMF_SoldierCaste_Name];;;;;;;;;;;;;x
vaishya;[EMF_StewardCaste_Name];;;;;;;;;;;;;x
brahmin_desc;[EMF_PriestCaste_Desc];;;;;;;;;;;;;x
kshatriya_desc;[EMF_SoldierCaste_Desc];;;;;;;;;;;;;x
vaishya_desc;[EMF_StewardCaste_Desc];;;;;;;;;;;;;x
EMF_Brahmin;Brahmin;Brahmane;Brahmane;;Brahmán;;;;;;;;;x
EMF_GenericPriestCaste;Learned Caste;Caste savante;Gelehrte Kaste;;Casta erudita;;;;;;;;;x
EMF_Kshatriya;Kshatriya;Kshatriya;Kshatriya;;Chatria;;;;;;;;;x
EMF_GenericSoldierCaste;Warrior Caste;Caste guerrière;Kriegerkaste;;Casta guerrera;;;;;;;;;x
EMF_Vaishya;Vaishya;Vaishya;Vaishya;;Vaisia;;;;;;;;;x
EMF_GenericStewardCaste;Professional Caste;Caste des professions;Expertenkaste;;Casta profesional;;;;;;;;;x
EMF_GenericPriestCaste_Desc;This character is considered a member of the learned caste. It is the caste of priests and scholars, highest in the caste hierarchy.;Ce personnage est considéré comme un membre de la caste savante. C'est la caste des prêtres et des érudits, la plus haute caste dans la hiérarchie.;Dieser Charakter gilt als Mitglied der gelehrten Kaste. Es handelt sich dabei um die Kaste der Priester und Gelehrten, die in der Kastenhierarchie ganz oben steht.;;Este personaje se considera miembro de la casta de los eruditos. Es la casta de sacerdotes y eruditos, la más alta en la jerarquía de castas.;;;;;;;;;x
EMF_GenericSoldierCaste_Desc;This character is considered a member of the warrior caste. It is the caste of warriors and kings, second in the caste hierarchy.;Ce personnage est considéré comme un membre de la caste guerrière. C'est la caste des guerriers et des rois, la deuxième caste dans la hiérarchie.;Dieser Charakter gilt als Mitglied der Kriegerkaste. Es handelt sich dabei um die Kaste der Krieger und Könige, die in der Kastenhierarchie an zweiter Stelle steht.;;Este personaje se considera miembro de la casta guerrera. Es la casta de guerreros y reyes, segunda en la jerarquía de castas.;;;;;;;;;x
EMF_GenericStewardCaste_Desc;This character is considered a member of the professional caste. It is the caste of traders and artisans, third in the caste hierarchy.;Ce personnage est considéré comme un membre de la caste des professions. C'est la caste des marchands et des artisans, la troisième caste dans la hiérarchie.;Dieser Charakter gilt als Mitglied der Expertenkaste. Es handelt sich dabei um die Kaste der Händler und Handwerker, die in der Kastenhierarchie an dritter Stelle steht.;;Este personaje se considera miembro de la casta profesional. Es la casta de comerciantes y artesanos, tercera en la jerarquía de castas.;;;;;;;;;x
become_kshatriya;Become [EMF_SoldierCaste_Name];Appartenir à [EMF_SoldierCaste_Name];Wechsel zur [EMF_SoldierCaste_Name];;Cambiar a [EMF_SoldierCaste_Name];;;;;;;;;x
become_kshatriya_desc;Changing caste is traditionally not possible. However, for a determined ruler who is willing to pay the price in gifts and bribes as well as risk the ire of [Root.Religion.GetName] society, even the impossible might be achieved. And after a generation or so, who knows, people might even forget that [Root.GetHerHis] family weren't always [EMF_SoldierCaste_Name]...\n\nA person of high learning will impress more and thus and have a lower cost in gold for the whole process.;La tradition ne permet pas de changer de caste. Cependant, si un seigneur est prêt à en payer le prix sous forme de cadeaux et de pots-de-vin, et à risquer l'ire de la société [Root.Religion.GetName]e, même l'impossible peut se réaliser. Et après une génération environ, qui sait, on oubliera peut-être que sa famille n'a pas toujours été [EMF_SoldierCaste_Name]...\n\nUne personne à l'érudition élevée fera meilleure impression et devra dépenser moins d'or pour parvenir au même résultat.;Traditionell ist der Wechsel der Kaste nicht möglich. Doch für einen entschlossenen Herrscher, der bereit ist, den Preis in Geschenken und Bestechungen zu zahlen und den Zorn der [Root.Religion.GetName]en Gesellschaft auf sich zu nehmen, ist nichts unmöglich. Nach einigen Generationen könnten die Leute vielleicht sogar vergessen, dass [Root.GetHerHis]e Familie nicht immer [EMF_SoldierCaste_Name] waren...\n\nEine Person mit hoher Bildung beeindruckt mehr und zahlt daher weniger Gold.;;Tradicionalmente, no es posible cambiar de casta. Sin embargo, un gobernante dispuesto a pagar el precio en regalos y sobornos, y a arriesgarse a enfurecer a la sociedad [Root.Religion.GetName], puede conseguir incluso lo imposible. Y tras una generación o dos, quién sabe, la gente puede llegar a olvidar que su familia no fue siempre [EMF_SoldierCaste_Name]...\n\nUna persona muy educada impresionará más y por lo tanto el proceso le costará menos oro.;;;;;;;;;x
become_vaishya;Become [EMF_StewardCaste_Name];Appartenir à [EMF_StewardCaste_Name];Wechsel zur [EMF_StewardCaste_Name];;Cambiar a [EMF_StewardCaste_Name];;;;;;;;;x
become_vaishya_desc;Changing caste is traditionally not possible. However, for a determined ruler who is willing to pay the price in gifts and bribes as well as risk the ire of [Root.Religion.GetName] society, even the impossible might be achieved. And after a generation or so, who knows, people might even forget that [Root.GetHerHis] family weren't always [EMF_StewardCaste_Name]...\n\nA person of high learning will impress more and thus and have a lower cost in gold for the whole process.;La tradition ne permet pas de changer de caste. Cependant, si un seigneur est prêt à en payer le prix sous forme de cadeaux et de pots-de-vin, et à risquer l'ire de la société [Root.Religion.GetName]e, même l'impossible peut se réaliser. Et après une génération environ, qui sait, on oubliera peut-être que sa famille n'a pas toujours été [EMF_StewardCaste_Name]...\n\nUne personne à l'érudition élevée fera meilleure impression et devra dépenser moins d'or pour parvenir au même résultat.;Traditionell ist der Wechsel der Kaste nicht möglich. Doch für einen entschlossenen Herrscher, der bereit ist, den Preis in Geschenken und Bestechungen zu zahlen und den Zorn der [Root.Religion.GetName]en Gesellschaft auf sich zu nehmen, ist nichts unmöglich. Nach einigen Generationen könnten die Leute vielleicht sogar vergessen, dass [Root.GetHerHis]e Familie nicht immer [EMF_StewardCaste_Name] waren...\n\nEine Person mit hoher Bildung beeindruckt mehr und zahlt daher weniger Gold.;;Tradicionalmente, no es posible cambiar de casta. Sin embargo, un gobernante dispuesto a pagar el precio en regalos y sobornos, y a arriesgarse a enfurecer a la sociedad [Root.Religion.GetName], puede conseguir incluso lo imposible. Y tras una generación o dos, quién sabe, la gente puede llegar a olvidar que su familia no fue siempre [EMF_StewardCaste_Name]...\n\nUna persona muy educada impresionará más y por lo tanto el proceso le costará menos oro.;;;;;;;;;x
