#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### EVENTS ####
emf_laws.11.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change ensuring not only that are you no longer the heir but also that you are no longer among the top contenders in the line of succession.;;;;;;;;;;;;;x
emf_laws.11.opt.so_be_it;So be it!;;;;;;;;;;;;;x
emf_laws.11.opt.outraged;How dare [From.GetSheHe]! This is an outrage!;;;;;;;;;;;;;x
emf_laws.12.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which displaces you as primary heir, although you are still highly-ranked in the line of succession.;;;;;;;;;;;;;x
emf_laws.13.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which removes you from the top contenders in the line of succession.;;;;;;;;;;;;;x
emf_laws.14.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which elevates you to the status of [From.GetHerHis] primary heir! Many jealous eyes are now cast your way...;;;;;;;;;;;;;x
emf_laws.15.desc;[From.GetTitledFirstName] has declared a change to the [emf_succ_title.GetFullName]'s succession laws-- a change which does not make you [From.GetHerHis] primary heir but does place you highly in the line of succession.;;;;;;;;;;;;;x
#### TEXT ####
LAWS_TAB_INHERITANCE;Succession;Héritage;Erbschaft;;Herencia;;;;;;;;;x
feudal_obligations_4_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you much more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel deben entregar lo máximo que puedan dar.;;;;;;;;;x
city_slider;Burgher Focus;;;;Enfoque a los alcaldes;;;;;;;;;x
city_slider_desc;Burgher Focus changes the composition of their obligations to you.;;;;El enfoque a los alcaldes permite cambiar el tipo de sus obligaciones hacia ti.;;;;;;;;;x
city_slider_0;Highly Levy Oriented Burgher Focus;;;;Enfoque a los alcaldes muy orientado a levas;;;;;;;;;x
city_slider_0_desc;Burgher Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to a major extent.;;;;El enfoque a los alcaldes permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas todos los impuestos a cambio de un máximo de levas.;;;;;;;;;x
city_slider_1;Moderately Levy Oriented Burgher Focus;;;;Enfoque a los alcaldes orientado a levas;;;;;;;;;x
city_slider_1_desc;Burgher Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to some extent.;;;;El enfoque a los alcaldes permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas muchos impuestos a cambio de más levas.;;;;;;;;;x
city_slider_2;Balanced Burgher Focus;;;;Enfoque a los alcaldes equilibrado;;;;;;;;;x
city_slider_2_desc;Burgher Focus changes the composition of their obligations to you. At this level  you would not be focusing on any area.;;;;El enfoque a los alcaldes permite cambiar el tipo de sus obligaciones hacia ti. En este nivel no te enfocas en nada concreto.;;;;;;;;;x
city_slider_3;Moderately Tax Oriented Burgher Focus;;;;Enfoque a los alcaldes orientado a impuestos;;;;;;;;;x
city_slider_3_desc;Burgher Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to some extent.;;;;El enfoque a los alcaldes permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges menos levas a cambio de más impuestos.;;;;;;;;;x
city_slider_4;Highly Tax Oriented Burgher Focus;;;;Enfoque a los alcaldes muy orientado a impuestos;;;;;;;;;x
city_slider_4_desc;Burgher Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to a major extent.;;;;El enfoque a los alcaldes permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges unas levas mínimas a cambio de altos impuestos.;;;;;;;;;x
city_obligations;Burgher Obligations;;;;Deber de alcalde;;;;;;;;;x
city_obligations_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los alcaldes vasallos.;;;;;;;;;x
city_obligations_0;Minimal Burgher Obligations;;;;Deber de alcalde mínimo;;;;;;;;;x
city_obligations_0_option; ;;;;;;;;;;;;;x
city_obligations_0_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will not provide you anything beyond what the slider dictates.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los alcaldes vasallos. En este nivel no darán más de lo que exija el nivel de autoridad real.;;;;;;;;;x
city_obligations_1;Low Burgher Obligations;;;;Deber de alcalde reducido;;;;;;;;;x
city_obligations_1_option; ;;;;;;;;;;;;;x
city_obligations_1_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a bit more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar losalcaldes vasallos. En este nivel darán poco más de lo que exija el nivel de autoridad real.;;;;;;;;;x
city_obligations_2;Medium Burgher Obligations;;;;Deber de alcalde medio;;;;;;;;;x
city_obligations_2_option; ;;;;;;;;;;;;;x
city_obligations_2_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a moderate amount more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los alcaldes vasallos. En este nivel darán una cantidad mayor de lo que exija el nivel de autoridad real.;;;;;;;;;x
city_obligations_3;High Burgher Obligations;;;;Deber de alcalde aumentado;;;;;;;;;x
city_obligations_3_option; ;;;;;;;;;;;;;x
city_obligations_3_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a lot more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los alcaldes vasallos. En este nivel darán mucho más de lo que exija el nivel de autoridad real.;;;;;;;;;x
city_obligations_4;Harsh Burgher Obligations;;;;Deber de alcalde máximo;;;;;;;;;x
city_obligations_4_option; ;;;;;;;;;;;;;x
city_obligations_4_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you much more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los alcaldes vasallos. En este nivel deben entregar lo máximo que puedan dar.;;;;;;;;;x
temple_slider;Clergy Focus;;;;Enfoque al clero;;;;;;;;;x
temple_slider_desc;Clergy Focus changes the composition of their obligations to you.;;;;El enfoque al clero permite cambiar el tipo de sus obligaciones hacia ti.;;;;;;;;;x
temple_slider_0;Highly Levy Oriented Clergy Focus;;;;Enfoque al clero muy orientado a levas;;;;;;;;;x
temple_slider_0_desc;Clergy Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to a major extent.;;;;El enfoque al clero permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas todos los impuestos a cambio de un máximo de levas.;;;;;;;;;x
temple_slider_1;Moderately Levy Oriented Clergy Focus;;;;Enfoque al clero orientado a levas;;;;;;;;;x
temple_slider_1_desc;Clergy Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to some extent.;;;;El enfoque al clero permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas muchos impuestos a cambio de más levas.;;;;;;;;;x
temple_slider_2;Balanced Clergy Focus;;;;Enfoque al clero equilibrado;;;;;;;;;x
temple_slider_2_desc;Clergy Focus changes the composition of their obligations to you. At this level  you would not be focusing on any area.;;;;El enfoque al clero permite cambiar el tipo de sus obligaciones hacia ti. En este nivel no te enfocas en nada concreto.;;;;;;;;;x
temple_slider_3;Moderately Tax Oriented Clergy Focus;;;;Enfoque al clero orientado a impuestos;;;;;;;;;x
temple_slider_3_desc;Clergy Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to some extent.;;;;El enfoque al clero permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges menos levas a cambio de más impuestos.;;;;;;;;;x
temple_slider_4;Highly Tax Oriented Clergy Focus;;;;Enfoque al clero muy orientado a impuestos;;;;;;;;;x
temple_slider_4_desc;Clergy Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to a major extent.;;;;El enfoque al clero permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges unas levas mínimas a cambio de altos impuestos.;;;;;;;;;x
temple_obligations;Clergy Obligations;;;;Deber de clero;;;;;;;;;x
temple_obligations_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos del clero.;;;;;;;;;x
temple_obligations_0;Minimal Clergy Obligations;;;;Deber de clero mínimo;;;;;;;;;x
temple_obligations_0_option; ;;;;;;;;;;;;;x
temple_obligations_0_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will not provide you anything beyond what the slider dictates.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos del clero. En este nivel no darán más de lo que exija el nivel de autoridad real.;;;;;;;;;x
temple_obligations_1;Low Clergy Obligations;;;;Deber de clero reducido;;;;;;;;;x
temple_obligations_1_option; ;;;;;;;;;;;;;x
temple_obligations_1_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a bit more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos del clero. En este nivel darán poco más de lo que exija el nivel de autoridad real.;;;;;;;;;x
temple_obligations_2;Medium Clergy Obligations;;;;Deber de clero medio;;;;;;;;;x
temple_obligations_2_option; ;;;;;;;;;;;;;x
temple_obligations_2_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a moderate amount more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos del clero. En este nivel darán una cantidad mayor de lo que exija el nivel de autoridad real.;;;;;;;;;x
temple_obligations_3;High Clergy Obligations;;;;Deber de clero aumentado;;;;;;;;;x
temple_obligations_3_option; ;;;;;;;;;;;;;x
temple_obligations_3_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a lot more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos del clero. En este nivel darán mucho más de lo que exija el nivel de autoridad real.;;;;;;;;;x
temple_obligations_4;Harsh Clergy Obligations;;;;Deber de clero máximo;;;;;;;;;x
temple_obligations_4_option; ;;;;;;;;;;;;;x
temple_obligations_4_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you much more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos del clero. En este nivel deben entregar lo máximo que puedan dar.;;;;;;;;;x
iqta_slider;Iqta Focus;;;;Enfoque a la Iqta;;;;;;;;;x
iqta_slider_desc;Iqta Focus changes the composition of their obligations to you.;;;;El enfoque a la Iqta permite cambiar el tipo de sus obligaciones hacia ti.;;;;;;;;;x
iqta_slider_0;Highly Levy Oriented Iqta Focus;;;;Enfoque a la Iqta muy orientado a levas;;;;;;;;;x
iqta_slider_0_desc;Iqta Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to a major extent.;;;;El enfoque a la Iqta permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas todos los impuestos a cambio de un máximo de levas.;;;;;;;;;x
iqta_slider_1;Moderately Levy Oriented Iqta Focus;;;;Enfoque a la Iqta orientado a levas;;;;;;;;;x
iqta_slider_1_desc;Iqta Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to some extent.;;;;El enfoque a la Iqta permite cambiar el tipo de sus obligaciones hacia ti. En este nivel perdonas muchos impuestos a cambio de más levas.;;;;;;;;;x
iqta_slider_2;Balanced Iqta Focus;;;;Enfoque a la Iqta equilibrado;;;;;;;;;x
iqta_slider_2_desc;Iqta Focus changes the composition of their obligations to you. At this level  you would not be focusing on any area.;;;;El enfoque a la Iqta permite cambiar el tipo de sus obligaciones hacia ti. En este nivel no te enfocas en nada concreto.;;;;;;;;;x
iqta_slider_3;Moderately Tax Oriented Iqta Focus;;;;Enfoque a la Iqta orientado a impuestos;;;;;;;;;x
iqta_slider_3_desc;Iqta Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to some extent.;;;;El enfoque a la Iqta permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges menos levas a cambio de más impuestos.;;;;;;;;;x
iqta_slider_4;Highly Tax Oriented Iqta Focus;;;;Enfoque a la Iqta muy orientado a impuestos;;;;;;;;;x
iqta_slider_4_desc;Iqta Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to a major extent.;;;;El enfoque a la Iqta permite cambiar el tipo de sus obligaciones hacia ti. En este nivel exiges unas levas mínimas a cambio de altos impuestos.;;;;;;;;;x
iqta_obligations;Iqta Obligations;;;;Deber de la Iqta;;;;;;;;;x
iqta_obligations_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles.;;;;;;;;;x
iqta_obligations_0;Minimal Iqta Obligations;;;;Deber de la Iqta mínimo;;;;;;;;;x
iqta_obligations_0_option; ;;;;;;;;;;;;;x
iqta_obligations_0_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will not provide you anything beyond what the slider dictates.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel no darán más de lo que exija el nivel de autoridad real.;;;;;;;;;x
iqta_obligations_1;Low Iqta Obligations;;;;Deber de la Iqta reducido;;;;;;;;;x
iqta_obligations_1_option; ;;;;;;;;;;;;;x
iqta_obligations_1_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a bit more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel darán poco más de lo que exija el nivel de autoridad real.;;;;;;;;;x
iqta_obligations_2;Medium Iqta Obligations;;;;Deber de la Iqta medio;;;;;;;;;x
iqta_obligations_2_option; ;;;;;;;;;;;;;x
iqta_obligations_2_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a moderate amount more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel darán una cantidad mayor de lo que exija el nivel de autoridad real.;;;;;;;;;x
iqta_obligations_3;High Iqta Obligations;;;;Deber de la Iqta aumentado;;;;;;;;;x
iqta_obligations_3_option; ;;;;;;;;;;;;;x
iqta_obligations_3_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a lot more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel darán mucho más de lo que exija el nivel de autoridad real.;;;;;;;;;x
iqta_obligations_4;Harsh Iqta Obligations;;;;Deber de la Iqta máximo;;;;;;;;;x
iqta_obligations_4_option; ;;;;;;;;;;;;;x
iqta_obligations_4_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you much more than what the sliders dictate.;;;;Estas obligaciones determinan la cantidad de impuestos y tropas que deben dar los vasallos nobles. En este nivel deben entregar lo máximo que puedan dar.;;;;;;;;;x
tribal_slider;Tribal Focus;;;;;;;;;;;;;x
tribal_slider_desc;Tribal Focus changes the composition of their obligations to you.;;;;;;;;;;;;;x
tribal_slider_0;Highly Levy Oriented Tribal Focus;;;;;;;;;;;;;x
tribal_slider_0_desc;Tribal Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to a major extent.;;;;;;;;;;;;;x
tribal_slider_1;Moderately Levy Oriented Tribal Focus;;;;;;;;;;;;;x
tribal_slider_1_desc;Tribal Focus changes the composition of their obligations to you. At this level you would be forgoing tax for the sake of levies to some extent.;;;;;;;;;;;;;x
tribal_slider_2;Balanced Tribal Focus;;;;;;;;;;;;;x
tribal_slider_2_desc;Tribal Focus changes the composition of their obligations to you. At this level you would not be focusing on any area.;;;;;;;;;;;;;x
tribal_slider_3;Moderately Tax Oriented Tribal Focus;;;;;;;;;;;;;x
tribal_slider_3_desc;Tribal Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to some extent.;;;;;;;;;;;;;x
tribal_slider_4;Highly Tax Oriented Tribal Focus;;;;;;;;;;;;;x
tribal_slider_4_desc;Tribal Focus changes the composition of their obligations to you. At this level you would be forgoing levies for the sake of tax to a major extent.;;;;;;;;;;;;;x
tribal_obligations;Tribal Obligations;;;;;;;;;;;;;x
tribal_obligations_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies.;;;;;;;;;;;;;x
tribal_obligations_0;Minimal Tribal Obligations;;;;;;;;;;;;;x
tribal_obligations_0_option; ;;;;;;;;;;;;;x
tribal_obligations_0_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will not provide you anything beyond what the slider dictates.;;;;;;;;;;;;;x
tribal_obligations_1;Low Tribal Obligations;;;;;;;;;;;;;x
tribal_obligations_1_option; ;;;;;;;;;;;;;x
tribal_obligations_1_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a bit more than what the sliders dictate.;;;;;;;;;;;;;x
tribal_obligations_2;Medium Tribal Obligations;;;;;;;;;;;;;x
tribal_obligations_2_option; ;;;;;;;;;;;;;x
tribal_obligations_2_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a moderate amount more than what the sliders dictate.;;;;;;;;;;;;;x
tribal_obligations_3;High Tribal Obligations;;;;;;;;;;;;;x
tribal_obligations_3_option; ;;;;;;;;;;;;;x
tribal_obligations_3_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you a lot more than what the sliders dictate.;;;;;;;;;;;;;x
tribal_obligations_4;Harsh Tribal Obligations;;;;;;;;;;;;;x
tribal_obligations_4_option; ;;;;;;;;;;;;;x
tribal_obligations_4_desc;Obligations determine how much your vassals of that type have to provide to you, increasing both tax and levies. At this level they will provide you much more than what the sliders dictate.;;;;;;;;;;;;;x
#### OPINION MODIFIERS ####
# Succession Law Changes
opinion_bad_succ_law_change;Outraged by Succession Law Change;Scandale face à la nouvelle loi de succession;Schockiert durch Nachfolgerechtsänderung;;Indignado por el cambio en la ley de sucesión;;;;;;;;;x
opinion_good_succ_law_change;Pleased by Succession Law Change;Satisfaction face à la nouvelle loi de succession;Erfreut durch Nachfolgerechtsänderung;;Complacido por el cambio en la ley de sucesión;;;;;;;;;x
opinion_succ_law_change;Upset by Succession Law Change;Inquiétude face à la nouvelle loi de succession;Aufgebracht durch Nachfolgerechtsänderung;;Molesto por el cambio en la ley de sucesión;;;;;;;;;x
opinion_succ_former_heir;Heir Before Succession Law Change;;;;;;;;;;;;;x
opinion_succ_former_pretender;Pretender Before Succession Law Change;;;;;;;;;;;;;x
# General
opinion_adminstration_2_enacted;Enacted Imperial Administration;;;;;;;;;;;;;x
opinion_ikc_law_change;Resents Kingdom Creation Law Change;;;;;;;;;;;;;x
opinion_investiture_law_0_enacted_relhead;Favorable Investiture Law Change;;;;;;;;;;;;;x
opinion_investiture_law_1_enacted_relhead;Enacted Free Investiture Law;;;;;;;;;;;;;x
opinion_protected_appointment_always;Protects My Council Appointment;;;;;;;;;;;;;x
opinion_protected_appointment_enacted;Enacted Council Appointment Protection;;;;;;;;;;;;;x
opinion_protected_appointment_revoked;Revoked Council Appointment Protection;;;;;;;;;;;;;x
